Name,Price,Availability,Brand,Description,Category,Rating,User_name,Review,Star,Date
"LEGO Easter Rabbits Display 40523 Building Toy Set, Includes Colorful Easter Eggs and Tulips, Easter Decorations",24,,Visit the LEGO Store,Celebrate the Easter season with this adorable LEGO Easter Rabbits Building Kit (40523). The set features a white bunny and a light brown bunny sitting together in a spring meadow. The 5 colorful Easter eggs and 3 tulips complete the scene and can be displayed however you choose. Discover the transparent pink opalescent element included on 1 of the eggs for an extra sweet touch to delight LEGO fans.,Toys & Games,4.8,,I am saving this to build for easter 2024.,,
"L'Oreal Paris Makeup True Match Lumi Glotion, Natural Glow Enhancer, Illuminator Highlighter Skin Tint, for an All Day Radiant Glow, Medium, 1.35 Ounces",13,In Stock,Visit the L'Oreal Paris Store,"Viral TikTok Favorite L'Oreal Paris True Match Lumi Glotion is a luminous tinted moisturizer infused with glycerin and shea butter for instant hydration and a radiant finish. The highlighting formula is lightweight and delivers an illuminating color tint for healthy, glowing skin. Use on face and body. Available in 4 shades.",Beauty & Personal Care,4.6,Stephanie Fitzpatrick,"Best Amazon purchase I’ve made.
I have been using this religiously for a couple of weeks now and it has totally cut my makeup routine in half. The coverage is great but still SUPER light weight. With my freckles I find it hard to find products that will not make them look dusty (lol) Or like I’m trying to cover them. I’m also prescribed a lotion for my acne and rosacea so I will mix this in to that and I feel like it’s definitely help my skin even though I’m wearing make up. This gives you a really nice glow and I have been recommending it to everyone. My only complaint about it is that it doesn’t last long enough for me after about half the day all notice it’s definitely worn off a little bit.",5.0 out of 5 stars,"Reviewed in the United States on May 16, 2024"
"L'Oreal Paris Makeup True Match Lumi Glotion, Natural Glow Enhancer, Illuminator Highlighter Skin Tint, for an All Day Radiant Glow, Medium, 1.35 Ounces",13,In Stock,Visit the L'Oreal Paris Store,"Viral TikTok Favorite L'Oreal Paris True Match Lumi Glotion is a luminous tinted moisturizer infused with glycerin and shea butter for instant hydration and a radiant finish. The highlighting formula is lightweight and delivers an illuminating color tint for healthy, glowing skin. Use on face and body. Available in 4 shades.",Beauty & Personal Care,4.6,,"I love this product and I am so happy I was influenced by Mikayla to purchase it! It is lightweight and leaves behind a dewy, glowing finish. A little goes a long way and you do not need much to obtain results. This product has not pilled with any of my other make up either. The price point is excellent, and I hope this never gets discontinued as I am hooked! This is a win!",5.0 out of 5 stars,"Reviewed in the United States on May 12, 2024"
"L'Oreal Paris Makeup True Match Lumi Glotion, Natural Glow Enhancer, Illuminator Highlighter Skin Tint, for an All Day Radiant Glow, Medium, 1.35 Ounces",13,In Stock,Visit the L'Oreal Paris Store,"Viral TikTok Favorite L'Oreal Paris True Match Lumi Glotion is a luminous tinted moisturizer infused with glycerin and shea butter for instant hydration and a radiant finish. The highlighting formula is lightweight and delivers an illuminating color tint for healthy, glowing skin. Use on face and body. Available in 4 shades.",Beauty & Personal Care,4.6,JMilwaukee,"I LOVE this product. I have been using it for over a year. It gives a nice shiny finish, but it is not acne safe. I get cystic pimples on my cheeks (not caused by the makeup) and this product does not help with that for sure. So just be aware if you have acne issues!! Other than that, I really love it",5.0 out of 5 stars,"Reviewed in the United States on May 16, 2024"
"L'Oreal Paris Makeup True Match Lumi Glotion, Natural Glow Enhancer, Illuminator Highlighter Skin Tint, for an All Day Radiant Glow, Medium, 1.35 Ounces",13,In Stock,Visit the L'Oreal Paris Store,"Viral TikTok Favorite L'Oreal Paris True Match Lumi Glotion is a luminous tinted moisturizer infused with glycerin and shea butter for instant hydration and a radiant finish. The highlighting formula is lightweight and delivers an illuminating color tint for healthy, glowing skin. Use on face and body. Available in 4 shades.",Beauty & Personal Care,4.6,Becca clark,"It looks lovely as a highlighter. I tried it allover based on many stellar review pics stating they did, but am sad to report I had less stunning results. It's an extremely lightweight, but even coverage (fantastic) tinted moisturizer. It does give you a vaguely dewy look, but when you use it all over your face it looses some of that luster. This seems to mean that people in the reviews had other undisclosed makeup on in the pic (especially anyone with rosy cheeks! That had to be blush. It wasn't this) OR used their true shade + one darker to contour, as suggested as 1 of 3 ways to use it on the bottle, to make targeted highlighting and contrast. Either way, it's still a fantastic product if you want a dewy highlighter or dewy tinted moisturizer, just don't expect to look like most of the review pics unless you layer it with other makeup. I don't typically wear makeup, so I'm not looking to add contouring and/blush to the regimen. Given that, I probably won't repurchase but would if I was a regular makeup user looking for an inexpensive dewy tinted moisturizer.",4.0 out of 5 stars,"Reviewed in the United States on April 24, 2024"
"L'Oreal Paris Makeup True Match Lumi Glotion, Natural Glow Enhancer, Illuminator Highlighter Skin Tint, for an All Day Radiant Glow, Medium, 1.35 Ounces",13,In Stock,Visit the L'Oreal Paris Store,"Viral TikTok Favorite L'Oreal Paris True Match Lumi Glotion is a luminous tinted moisturizer infused with glycerin and shea butter for instant hydration and a radiant finish. The highlighting formula is lightweight and delivers an illuminating color tint for healthy, glowing skin. Use on face and body. Available in 4 shades.",Beauty & Personal Care,4.6,Amazon Customer,"This is a staple for me when I want to do my makeup a little nicer, I hate foundation so this is a great substitute. I have tried more expensive tinted sunscreens and this one actually works better for me.",5.0 out of 5 stars,"Reviewed in the United States on May 16, 2024"
"L'Oreal Paris Makeup True Match Lumi Glotion, Natural Glow Enhancer, Illuminator Highlighter Skin Tint, for an All Day Radiant Glow, Medium, 1.35 Ounces",13,In Stock,Visit the L'Oreal Paris Store,"Viral TikTok Favorite L'Oreal Paris True Match Lumi Glotion is a luminous tinted moisturizer infused with glycerin and shea butter for instant hydration and a radiant finish. The highlighting formula is lightweight and delivers an illuminating color tint for healthy, glowing skin. Use on face and body. Available in 4 shades.",Beauty & Personal Care,4.6,Kaylee C,This works great to add a little glow under your foundation or mix it with some spf and wear it alone when you don't feel like wearing makeup. It is very light weight and sheer.,5.0 out of 5 stars,"Reviewed in the United States on May 17, 2024"
"L'Oreal Paris Makeup True Match Lumi Glotion, Natural Glow Enhancer, Illuminator Highlighter Skin Tint, for an All Day Radiant Glow, Medium, 1.35 Ounces",13,In Stock,Visit the L'Oreal Paris Store,"Viral TikTok Favorite L'Oreal Paris True Match Lumi Glotion is a luminous tinted moisturizer infused with glycerin and shea butter for instant hydration and a radiant finish. The highlighting formula is lightweight and delivers an illuminating color tint for healthy, glowing skin. Use on face and body. Available in 4 shades.",Beauty & Personal Care,4.6,Pyle Of Fashion,This is my favorite product to use year round. It makes my face feel hydrated and glowy. You can build on it or use it alone. It's easy to apply and lasts all day without feeling greasy.,5.0 out of 5 stars,"Reviewed in the United States on May 16, 2024"
"L'Oreal Paris Makeup True Match Lumi Glotion, Natural Glow Enhancer, Illuminator Highlighter Skin Tint, for an All Day Radiant Glow, Medium, 1.35 Ounces",13,In Stock,Visit the L'Oreal Paris Store,"Viral TikTok Favorite L'Oreal Paris True Match Lumi Glotion is a luminous tinted moisturizer infused with glycerin and shea butter for instant hydration and a radiant finish. The highlighting formula is lightweight and delivers an illuminating color tint for healthy, glowing skin. Use on face and body. Available in 4 shades.",Beauty & Personal Care,4.6,Brittany,"I have tried many, many types of lightweight tint products. I have to say this has been a homerun! I love that it is lightweight. Has lightweight coverage but, manages to even out my skin. It keeps my face with a natural glow. When I want more coverage I mix in a little of my foundation. Of course received the ultimate compliment. My husband- ""your face looks nice"" lol.... Will order again.",4.0 out of 5 stars,"Reviewed in the United States on May 17, 2024"
"L'Oreal Paris Makeup True Match Lumi Glotion, Natural Glow Enhancer, Illuminator Highlighter Skin Tint, for an All Day Radiant Glow, Medium, 1.35 Ounces",13,In Stock,Visit the L'Oreal Paris Store,"Viral TikTok Favorite L'Oreal Paris True Match Lumi Glotion is a luminous tinted moisturizer infused with glycerin and shea butter for instant hydration and a radiant finish. The highlighting formula is lightweight and delivers an illuminating color tint for healthy, glowing skin. Use on face and body. Available in 4 shades.",Beauty & Personal Care,4.6,Janbo,As I have gotten older (61) I have found foundations have settled into my wrinkles. Powders make the fine lines look worse as well. I use a primer then this on top. In the winter the light in the summer the medium. It gives my face a nice healthy glow. Nothing heavy or greasy. I am so glad that I have found this product. It has been recommended on so many different web sights and I understand why. A truly great product that doesn’t break the bank.,5.0 out of 5 stars,"Reviewed in Canada on May 15, 2024"
"L'Oreal Paris Makeup True Match Lumi Glotion, Natural Glow Enhancer, Illuminator Highlighter Skin Tint, for an All Day Radiant Glow, Medium, 1.35 Ounces",13,In Stock,Visit the L'Oreal Paris Store,"Viral TikTok Favorite L'Oreal Paris True Match Lumi Glotion is a luminous tinted moisturizer infused with glycerin and shea butter for instant hydration and a radiant finish. The highlighting formula is lightweight and delivers an illuminating color tint for healthy, glowing skin. Use on face and body. Available in 4 shades.",Beauty & Personal Care,4.6,Kathy Kerr,"Es hermoso porque deja un acabado muy natural y ligeramente bronceado, hidratante y da un efecto glowy",5.0 out of 5 stars,"Reviewed in Mexico on April 2, 2024"
"L'Oreal Paris Makeup True Match Lumi Glotion, Natural Glow Enhancer, Illuminator Highlighter Skin Tint, for an All Day Radiant Glow, Medium, 1.35 Ounces",13,In Stock,Visit the L'Oreal Paris Store,"Viral TikTok Favorite L'Oreal Paris True Match Lumi Glotion is a luminous tinted moisturizer infused with glycerin and shea butter for instant hydration and a radiant finish. The highlighting formula is lightweight and delivers an illuminating color tint for healthy, glowing skin. Use on face and body. Available in 4 shades.",Beauty & Personal Care,4.6,Greta,,5.0 out of 5 stars,"Reviewed in the United Kingdom on May 17, 2024"
"L'Oreal Paris Makeup True Match Lumi Glotion, Natural Glow Enhancer, Illuminator Highlighter Skin Tint, for an All Day Radiant Glow, Medium, 1.35 Ounces",13,In Stock,Visit the L'Oreal Paris Store,"Viral TikTok Favorite L'Oreal Paris True Match Lumi Glotion is a luminous tinted moisturizer infused with glycerin and shea butter for instant hydration and a radiant finish. The highlighting formula is lightweight and delivers an illuminating color tint for healthy, glowing skin. Use on face and body. Available in 4 shades.",Beauty & Personal Care,4.6,Carol Irene Dry,"Good product, good price and fast delivery. Thanks x",5.0 out of 5 stars,"Reviewed in Spain on May 9, 2024"
"L'Oreal Paris Makeup True Match Lumi Glotion, Natural Glow Enhancer, Illuminator Highlighter Skin Tint, for an All Day Radiant Glow, Medium, 1.35 Ounces",13,In Stock,Visit the L'Oreal Paris Store,"Viral TikTok Favorite L'Oreal Paris True Match Lumi Glotion is a luminous tinted moisturizer infused with glycerin and shea butter for instant hydration and a radiant finish. The highlighting formula is lightweight and delivers an illuminating color tint for healthy, glowing skin. Use on face and body. Available in 4 shades.",Beauty & Personal Care,4.6,amalia,Tiene algo de color y un toque de brillo pero nada exagerado. Así que puedes usarlo sin maquillaje si quieres. Yo lo veo ideal cuando ya estás algo morena para acentuarese color ya natural. Pero tb sirve como iluminador en zonas determinadas o tb mezclándolo el maquillaje. Pero si tienes un leve moreno como crema sola te acentúa más y además es muy suave al tacto no es pegajosa..ni tampoco pesada muy buena. Me gustaría probar la más oscura a lo mejor me animo...,5.0 out of 5 stars,"Reviewed in Italy on May 1, 2024"
"L'Oreal Paris Makeup True Match Lumi Glotion, Natural Glow Enhancer, Illuminator Highlighter Skin Tint, for an All Day Radiant Glow, Medium, 1.35 Ounces",13,In Stock,Visit the L'Oreal Paris Store,"Viral TikTok Favorite L'Oreal Paris True Match Lumi Glotion is a luminous tinted moisturizer infused with glycerin and shea butter for instant hydration and a radiant finish. The highlighting formula is lightweight and delivers an illuminating color tint for healthy, glowing skin. Use on face and body. Available in 4 shades.",Beauty & Personal Care,4.6,Love it,,,
"L'Oreal Paris Makeup True Match Lumi Glotion, Natural Glow Enhancer, Illuminator Highlighter Skin Tint, for an All Day Radiant Glow, Medium, 1.35 Ounces",13,In Stock,Visit the L'Oreal Paris Store,"Viral TikTok Favorite L'Oreal Paris True Match Lumi Glotion is a luminous tinted moisturizer infused with glycerin and shea butter for instant hydration and a radiant finish. The highlighting formula is lightweight and delivers an illuminating color tint for healthy, glowing skin. Use on face and body. Available in 4 shades.",Beauty & Personal Care,4.6,,Love this product better than the flawless filter or Charlotte Tilbury!!,,
"STANLEY IceFlow Stainless Steel Tumbler with Straw, Vacuum Insulated Water Bottle for Home, Office or Car, Reusable Cup with Straw Leak Resistant Flip",35,,Visit the STANLEY Store,"These bold, colorful tumblers are made to keep you hydrated in a fully functional style. Ideal for car commutes or workouts at home, it has a built-in flip straw for easy and effortless sipping. Snap it shut and the double-wall vacuum insulation will keep your drink fully leakproof and extra cold for hours. It fits comfortably in your vehicle’s cup holder (treadmills and spin cycles, too!) and the folding handle lets you quickly grab and go",Sports & Outdoors,4.6,Finn,"I recently purchased the lilac STANLEY IceFlow Stainless Steel Tumbler, and I must say, it has quickly become my favorite companion for staying hydrated on the go. The sleek design and beautiful lilac color caught my eye right away, and I'm pleased to say that the performance of this tumbler lives up to its aesthetic appeal.

The vacuum insulation technology keeps my beverages icy cold for hours on end, even on hot summer days. Whether I'm at home, in the office, or on the road, I can trust that my drink will stay refreshingly chilled throughout the day. The leak-resistant flip lid adds an extra layer of convenience, ensuring that I can toss the tumbler into my bag without worrying about spills or leaks.

One of my favorite features of this tumbler is the included reusable straw. Not only does it make sipping my drinks more enjoyable, but it also helps me reduce my environmental impact by cutting down on single-use plastic waste.

The stainless steel construction feels durable and high-quality, and I appreciate that it's easy to clean, whether by hand or in the dishwasher. Plus, the tumbler fits perfectly in my car's cup holder, making it ideal for on-the-go hydration.

Overall, I couldn't be happier with my purchase of the lilac STANLEY IceFlow Stainless Steel Tumbler. It combines style, functionality, and eco-friendliness in one fantastic package, and I highly recommend it to anyone in need of a reliable and stylish hydration solution.",5.0 out of 5 stars,"Reviewed in the United States on April 16, 2024"
"STANLEY IceFlow Stainless Steel Tumbler with Straw, Vacuum Insulated Water Bottle for Home, Office or Car, Reusable Cup with Straw Leak Resistant Flip",35,,Visit the STANLEY Store,"These bold, colorful tumblers are made to keep you hydrated in a fully functional style. Ideal for car commutes or workouts at home, it has a built-in flip straw for easy and effortless sipping. Snap it shut and the double-wall vacuum insulation will keep your drink fully leakproof and extra cold for hours. It fits comfortably in your vehicle’s cup holder (treadmills and spin cycles, too!) and the folding handle lets you quickly grab and go",Sports & Outdoors,4.6,Willy Wally,"Without a doubt, the STANLEY IceFlow Stainless Steel Tumbler with Straw has earned every one of its five stars and then some!
This tumbler has become an absolute staple in our household ever since we gifted it to our daughter for Christmas, and let me tell you, she is over the moon with excitement about it.
Not only does she adore the sleek design and vibrant color options, but she also loves how versatile it is. From keeping her drinks icy cold during those scorching summer days to ensuring her beverages stay piping hot on chilly mornings, this tumbler does it all with unparalleled efficiency.
But what truly sets this tumbler apart is its popularity among her peers. Every time she takes it to school, it's like she's carrying around a little piece of magic. Her friends and classmates are absolutely enamored with it, constantly asking her where she got it from. And can you blame them? With its leak-resistant flip lid and durable stainless steel construction, it's a true winner in every sense of the word.
Now, let's talk about value. We snagged this gem on Amazon for a steal at just $35, while the official website lists it at $40. Talk about a bargain! We've always been partial to purchasing products directly from Amazon, especially when they're sold by amazon.com, because you just can't beat the peace of mind that comes with their stellar customer service and guaranteed quality.
In conclusion, if you're in the market for a top-notch tumbler that's as stylish as it is functional, look no further than the STANLEY IceFlow Stainless Steel Tumbler with Straw. It's a hit with kids and parents alike, and trust me, you won't be disappointed. Happy sipping!

Most importantly, Stanley offer lifetime warranty on their product and regardless where you got it from, with proof of purchase you’re able to get replacement if it breaks. Keep it in mind!!! Does that give you extra protection and help you decide on going with Stanley? Yeppppppo",5.0 out of 5 stars,"Reviewed in the United States on April 22, 2024"
"STANLEY IceFlow Stainless Steel Tumbler with Straw, Vacuum Insulated Water Bottle for Home, Office or Car, Reusable Cup with Straw Leak Resistant Flip",35,,Visit the STANLEY Store,"These bold, colorful tumblers are made to keep you hydrated in a fully functional style. Ideal for car commutes or workouts at home, it has a built-in flip straw for easy and effortless sipping. Snap it shut and the double-wall vacuum insulation will keep your drink fully leakproof and extra cold for hours. It fits comfortably in your vehicle’s cup holder (treadmills and spin cycles, too!) and the folding handle lets you quickly grab and go",Sports & Outdoors,4.6,BuzzieBee,"I have owned many water cups but I’ve shunned the Stanley’s because of the hype surrounding them. I ordered this one after a close friend recommended this one because of the hardy top/handle.

I LOVE IT. The color is beautiful and bright. The top looks so cute with it.

The handle and top are well-made quite sturdy. They are heavier than some of my other types of cups. It is easy to wash and comes apart to wash easily. The straw is a good quality and seems like it will stay nice if I take good care of it.

The cup itself keeps my icy drink nice and cold all day. Because I ordered the 30 oz I have to refill it at lunch time.

Overall I’m very happy with this cup. It’s easy to carry throughout the day and it keeps my drinks cold.",5.0 out of 5 stars,"Reviewed in the United States on March 18, 2024"
"STANLEY IceFlow Stainless Steel Tumbler with Straw, Vacuum Insulated Water Bottle for Home, Office or Car, Reusable Cup with Straw Leak Resistant Flip",35,,Visit the STANLEY Store,"These bold, colorful tumblers are made to keep you hydrated in a fully functional style. Ideal for car commutes or workouts at home, it has a built-in flip straw for easy and effortless sipping. Snap it shut and the double-wall vacuum insulation will keep your drink fully leakproof and extra cold for hours. It fits comfortably in your vehicle’s cup holder (treadmills and spin cycles, too!) and the folding handle lets you quickly grab and go",Sports & Outdoors,4.6,Julie,"Staying hydrated is important, but lukewarm water is anything but refreshing. That's why I love my Stanley. The double-wall vacuum insulation is no joke - my iced drinks stay cold for hours, even on scorching days. Bonus: the exterior stays sweat-proof, so no more condensation rings on my table or hands. The built-in straw makes for easy sipping on the move, and the secure lid means no spills in my bag. The tumbler itself feels really sturdy and seems like it can handle everyday use. Overall, this is a fantastic tumbler for anyone who wants to keep their drinks icy cold and enjoy easy, mess-free hydration on the go.",5.0 out of 5 stars,"Reviewed in the United States on May 3, 2024"
"STANLEY IceFlow Stainless Steel Tumbler with Straw, Vacuum Insulated Water Bottle for Home, Office or Car, Reusable Cup with Straw Leak Resistant Flip",35,,Visit the STANLEY Store,"These bold, colorful tumblers are made to keep you hydrated in a fully functional style. Ideal for car commutes or workouts at home, it has a built-in flip straw for easy and effortless sipping. Snap it shut and the double-wall vacuum insulation will keep your drink fully leakproof and extra cold for hours. It fits comfortably in your vehicle’s cup holder (treadmills and spin cycles, too!) and the folding handle lets you quickly grab and go",Sports & Outdoors,4.6,David Lindsay,I love these Stanley! The colors are so cute and it’s easy to hold with the handle. These are my go-to when taking water with me because it keeps it cool all day. I like the size of this one because it’s not too big and I can put it in my work bag if I need to.,5.0 out of 5 stars,"Reviewed in the United States on April 26, 2024"
"STANLEY IceFlow Stainless Steel Tumbler with Straw, Vacuum Insulated Water Bottle for Home, Office or Car, Reusable Cup with Straw Leak Resistant Flip",35,,Visit the STANLEY Store,"These bold, colorful tumblers are made to keep you hydrated in a fully functional style. Ideal for car commutes or workouts at home, it has a built-in flip straw for easy and effortless sipping. Snap it shut and the double-wall vacuum insulation will keep your drink fully leakproof and extra cold for hours. It fits comfortably in your vehicle’s cup holder (treadmills and spin cycles, too!) and the folding handle lets you quickly grab and go",Sports & Outdoors,4.6,,Tengo uno más grande y ese fue para mi hijo,5.0 out of 5 stars,"Reviewed in Mexico on May 17, 2024"
"STANLEY IceFlow Stainless Steel Tumbler with Straw, Vacuum Insulated Water Bottle for Home, Office or Car, Reusable Cup with Straw Leak Resistant Flip",35,,Visit the STANLEY Store,"These bold, colorful tumblers are made to keep you hydrated in a fully functional style. Ideal for car commutes or workouts at home, it has a built-in flip straw for easy and effortless sipping. Snap it shut and the double-wall vacuum insulation will keep your drink fully leakproof and extra cold for hours. It fits comfortably in your vehicle’s cup holder (treadmills and spin cycles, too!) and the folding handle lets you quickly grab and go",Sports & Outdoors,4.6,Fabio A.,,5.0 out of 5 stars,"Reviewed in Mexico on May 16, 2024"
"STANLEY IceFlow Stainless Steel Tumbler with Straw, Vacuum Insulated Water Bottle for Home, Office or Car, Reusable Cup with Straw Leak Resistant Flip",35,,Visit the STANLEY Store,"These bold, colorful tumblers are made to keep you hydrated in a fully functional style. Ideal for car commutes or workouts at home, it has a built-in flip straw for easy and effortless sipping. Snap it shut and the double-wall vacuum insulation will keep your drink fully leakproof and extra cold for hours. It fits comfortably in your vehicle’s cup holder (treadmills and spin cycles, too!) and the folding handle lets you quickly grab and go",Sports & Outdoors,4.6,Liliana Lopez Ramirez,"El diseño es muy bello, mantiene por más tiempo las bebidas calientes, y lo mejor, cero accidentes de derrame.",4.0 out of 5 stars,"Reviewed in Canada on May 14, 2024"
"STANLEY IceFlow Stainless Steel Tumbler with Straw, Vacuum Insulated Water Bottle for Home, Office or Car, Reusable Cup with Straw Leak Resistant Flip",35,,Visit the STANLEY Store,"These bold, colorful tumblers are made to keep you hydrated in a fully functional style. Ideal for car commutes or workouts at home, it has a built-in flip straw for easy and effortless sipping. Snap it shut and the double-wall vacuum insulation will keep your drink fully leakproof and extra cold for hours. It fits comfortably in your vehicle’s cup holder (treadmills and spin cycles, too!) and the folding handle lets you quickly grab and go",Sports & Outdoors,4.6,,,2.0 out of 5 stars,"Reviewed in Canada on May 11, 2024"
"STANLEY IceFlow Stainless Steel Tumbler with Straw, Vacuum Insulated Water Bottle for Home, Office or Car, Reusable Cup with Straw Leak Resistant Flip",35,,Visit the STANLEY Store,"These bold, colorful tumblers are made to keep you hydrated in a fully functional style. Ideal for car commutes or workouts at home, it has a built-in flip straw for easy and effortless sipping. Snap it shut and the double-wall vacuum insulation will keep your drink fully leakproof and extra cold for hours. It fits comfortably in your vehicle’s cup holder (treadmills and spin cycles, too!) and the folding handle lets you quickly grab and go",Sports & Outdoors,4.6,Jianna,Absolutely love my Stanley but it just arrived and there’s a chip in the handle. Just annoying when you pay $60 for it.,5.0 out of 5 stars,"Reviewed in Canada on May 11, 2024"
"STANLEY IceFlow Stainless Steel Tumbler with Straw, Vacuum Insulated Water Bottle for Home, Office or Car, Reusable Cup with Straw Leak Resistant Flip",35,,Visit the STANLEY Store,"These bold, colorful tumblers are made to keep you hydrated in a fully functional style. Ideal for car commutes or workouts at home, it has a built-in flip straw for easy and effortless sipping. Snap it shut and the double-wall vacuum insulation will keep your drink fully leakproof and extra cold for hours. It fits comfortably in your vehicle’s cup holder (treadmills and spin cycles, too!) and the folding handle lets you quickly grab and go",Sports & Outdoors,4.6,,This is my second Stanley product? I have the same product but in charcoal my first one did not leak but the blue one does leak,,
"STANLEY IceFlow Stainless Steel Tumbler with Straw, Vacuum Insulated Water Bottle for Home, Office or Car, Reusable Cup with Straw Leak Resistant Flip",35,,Visit the STANLEY Store,"These bold, colorful tumblers are made to keep you hydrated in a fully functional style. Ideal for car commutes or workouts at home, it has a built-in flip straw for easy and effortless sipping. Snap it shut and the double-wall vacuum insulation will keep your drink fully leakproof and extra cold for hours. It fits comfortably in your vehicle’s cup holder (treadmills and spin cycles, too!) and the folding handle lets you quickly grab and go",Sports & Outdoors,4.6,Patricia,It is amazing and reusable and real this is a should buy,,
Gloria Vanderbilt Womens Amanda Classic High Rise Tapered Jean Petite,29,,Visit the Gloria Vanderbilt Store,"Gloria Vanderbilt Women's Apparel # 1 selling women's jean in America with over 60 million sold nationwide the Amanda classic jean. This timeless tapered leg with standard functional five pocket denim jean, that is slightly contoured through hip and thigh and hits at natural waist line, for that comfort fit you've come to love. Perfect to wear to work, attending a class or family outtings. - Effortlessly fun and stylish. A versatile yet classic look that attracts and connects with the modern sensibility of consumers of all ages. Available in various detailing like floral embroidery, prints, destruction, studs, stones, etc as well as regular, short and long inseam length.","Clothing, Shoes & Jewelry",4.2,Dondie bz,"I can not say enough about these jeans. They are SO comfortable & stylish! They go great with EVERYTHING!
They are true to size. I'm 5'4"" & the regular run a little long & ""pool"" around my feet a bit. But I like to wear them ""boyfriend"" style rolled up for a casual look & they are just so dang cute!
The fabric is soft, stretchy & sturdy. I feel that these jeans are very well made. Stitching is great & I like that it's not ""bold"". Everything on these jeans are very subtle. A great ""base"" piece.",5.0 out of 5 stars,"Reviewed in the United States on April 5, 2024"
Gloria Vanderbilt Womens Amanda Classic High Rise Tapered Jean Petite,29,,Visit the Gloria Vanderbilt Store,"Gloria Vanderbilt Women's Apparel # 1 selling women's jean in America with over 60 million sold nationwide the Amanda classic jean. This timeless tapered leg with standard functional five pocket denim jean, that is slightly contoured through hip and thigh and hits at natural waist line, for that comfort fit you've come to love. Perfect to wear to work, attending a class or family outtings. - Effortlessly fun and stylish. A versatile yet classic look that attracts and connects with the modern sensibility of consumers of all ages. Available in various detailing like floral embroidery, prints, destruction, studs, stones, etc as well as regular, short and long inseam length.","Clothing, Shoes & Jewelry",4.2,Lalena,These are flattering and true to size ! Literally the best pair of jeans I’ve gotten and THE PRICE can’t be beat. They also have the perfect amount of stretch and dont lose their shape. They could be dressed up or down. They are comfortable yet super attractive! Ordering more colors as we speak.,5.0 out of 5 stars,"Reviewed in the United States on May 10, 2024"
Gloria Vanderbilt Womens Amanda Classic High Rise Tapered Jean Petite,29,,Visit the Gloria Vanderbilt Store,"Gloria Vanderbilt Women's Apparel # 1 selling women's jean in America with over 60 million sold nationwide the Amanda classic jean. This timeless tapered leg with standard functional five pocket denim jean, that is slightly contoured through hip and thigh and hits at natural waist line, for that comfort fit you've come to love. Perfect to wear to work, attending a class or family outtings. - Effortlessly fun and stylish. A versatile yet classic look that attracts and connects with the modern sensibility of consumers of all ages. Available in various detailing like floral embroidery, prints, destruction, studs, stones, etc as well as regular, short and long inseam length.","Clothing, Shoes & Jewelry",4.2,Danielle,"I have been searching & searching for the summer time a very light blue pair of jeans in boot cut or slight flare in petite length for awhile. Ordered a lot returned a lot. I have a pair of white jeans by Gloria Vanderbilt that fit great so when I saw they had a light blue pair in petite I jumped at it. Received the jeans, fit great, comfortable, great length BUT it is not the color the model is wearing its darker. I checked the tag & it said Callisto Wash which is what I ordered. They are lighter than my regular jeans so not sure yet if I will give up & keep them or return & continue the search.",4.0 out of 5 stars,"Reviewed in the United States on May 1, 2024"
Gloria Vanderbilt Womens Amanda Classic High Rise Tapered Jean Petite,29,,Visit the Gloria Vanderbilt Store,"Gloria Vanderbilt Women's Apparel # 1 selling women's jean in America with over 60 million sold nationwide the Amanda classic jean. This timeless tapered leg with standard functional five pocket denim jean, that is slightly contoured through hip and thigh and hits at natural waist line, for that comfort fit you've come to love. Perfect to wear to work, attending a class or family outtings. - Effortlessly fun and stylish. A versatile yet classic look that attracts and connects with the modern sensibility of consumers of all ages. Available in various detailing like floral embroidery, prints, destruction, studs, stones, etc as well as regular, short and long inseam length.","Clothing, Shoes & Jewelry",4.2,Terwya,"Most jeans are baggy in the waist on me. These fit great! Apparently, they do run a bit small in the waist and this is what I need. They have been true to size and consistent across many pairs. They have just enough stretch to fit neatly and allow comfortable bending and other movement.",5.0 out of 5 stars,"Reviewed in the United States on May 5, 2024"
Gloria Vanderbilt Womens Amanda Classic High Rise Tapered Jean Petite,29,,Visit the Gloria Vanderbilt Store,"Gloria Vanderbilt Women's Apparel # 1 selling women's jean in America with over 60 million sold nationwide the Amanda classic jean. This timeless tapered leg with standard functional five pocket denim jean, that is slightly contoured through hip and thigh and hits at natural waist line, for that comfort fit you've come to love. Perfect to wear to work, attending a class or family outtings. - Effortlessly fun and stylish. A versatile yet classic look that attracts and connects with the modern sensibility of consumers of all ages. Available in various detailing like floral embroidery, prints, destruction, studs, stones, etc as well as regular, short and long inseam length.","Clothing, Shoes & Jewelry",4.2,Good cooking Nana,"The jeans are very well made. The problem is inconsistent sizing. I have several pairs, always buying the same size. You never know what you will get. The pair I just received is 1 to 2 sizes smaller than the 2 pair I just purchased a week ago, and they fit perfectly.",3.0 out of 5 stars,"Reviewed in the United States on March 8, 2024"
