Name,Price,Availability,Brand,Description,Category,Rating,Review,Star,Date,Labels
Gloria Vanderbilt Womens Amanda Classic High Rise Tapered Jean Petite,83,Out of Stock,Visit the Gloria Vanderbilt Store,"Gloria Vanderbilt Women's Apparel # 1 selling women's jean in America with over 60 million sold nationwide the Amanda classic jean. This timeless tapered leg with standard functional five pocket denim jean, that is slightly contoured through hip and thigh and hits at natural waist line, for that comfort fit you've come to love. Perfect to wear to work, attending a class or family outtings. - Effortlessly fun and stylish. A versatile yet classic look that attracts and connects with the modern sensibility of consumers of all ages. Available in various detailing like floral embroidery, prints, destruction, studs, stones, etc as well as regular, short and long inseam length.","Clothing, Shoes & Jewelry",4.2,"I have been searching & searching for the summer time a very light blue pair of jeans in boot cut or slight flare in petite length for awhile. Ordered a lot returned a lot. I have a pair of white jeans by Gloria Vanderbilt that fit great so when I saw they had a light blue pair in petite I jumped at it. Received the jeans, fit great, comfortable, great length BUT it is not the color the model is wearing its darker. I checked the tag & it said Callisto Wash which is what I ordered. They are lighter than my regular jeans so not sure yet if I will give up & keep them or return & continue the search.",4.0 out of 5 stars,"Reviewed in the United States on May 1, 2024",positive
Gloria Vanderbilt Womens Amanda Classic High Rise Tapered Jean Petite,83,Out of Stock,Visit the Gloria Vanderbilt Store,"Gloria Vanderbilt Women's Apparel # 1 selling women's jean in America with over 60 million sold nationwide the Amanda classic jean. This timeless tapered leg with standard functional five pocket denim jean, that is slightly contoured through hip and thigh and hits at natural waist line, for that comfort fit you've come to love. Perfect to wear to work, attending a class or family outtings. - Effortlessly fun and stylish. A versatile yet classic look that attracts and connects with the modern sensibility of consumers of all ages. Available in various detailing like floral embroidery, prints, destruction, studs, stones, etc as well as regular, short and long inseam length.","Clothing, Shoes & Jewelry",4.2,"Most jeans are baggy in the waist on me. These fit great! Apparently, they do run a bit small in the waist and this is what I need. They have been true to size and consistent across many pairs. They have just enough stretch to fit neatly and allow comfortable bending and other movement.",5.0 out of 5 stars,"Reviewed in the United States on May 5, 2024",positive
Gloria Vanderbilt Womens Amanda Classic High Rise Tapered Jean Petite,83,Out of Stock,Visit the Gloria Vanderbilt Store,"Gloria Vanderbilt Women's Apparel # 1 selling women's jean in America with over 60 million sold nationwide the Amanda classic jean. This timeless tapered leg with standard functional five pocket denim jean, that is slightly contoured through hip and thigh and hits at natural waist line, for that comfort fit you've come to love. Perfect to wear to work, attending a class or family outtings. - Effortlessly fun and stylish. A versatile yet classic look that attracts and connects with the modern sensibility of consumers of all ages. Available in various detailing like floral embroidery, prints, destruction, studs, stones, etc as well as regular, short and long inseam length.","Clothing, Shoes & Jewelry",4.2,"These are not high-waisted. They sit at your hips. Not comfortable at all when you're used to wearing the high waist. I'm very disappointed!
I am 5 ft tall and I weigh 130 lb and I bought a 10 petite. The length is perfect and the jeans fit well in the right places except for not being high waisted. 🙄",3.0 out of 5 stars,"Reviewed in the United States on March 6, 2024",negative
Gloria Vanderbilt Womens Amanda Classic High Rise Tapered Jean Petite,83,Out of Stock,Visit the Gloria Vanderbilt Store,"Gloria Vanderbilt Women's Apparel # 1 selling women's jean in America with over 60 million sold nationwide the Amanda classic jean. This timeless tapered leg with standard functional five pocket denim jean, that is slightly contoured through hip and thigh and hits at natural waist line, for that comfort fit you've come to love. Perfect to wear to work, attending a class or family outtings. - Effortlessly fun and stylish. A versatile yet classic look that attracts and connects with the modern sensibility of consumers of all ages. Available in various detailing like floral embroidery, prints, destruction, studs, stones, etc as well as regular, short and long inseam length.","Clothing, Shoes & Jewelry",4.2,I have always like this brand of jeans! If you’re a plus size they hit every curve! I lost loads of weight and decided to try the size 4 and I was NOT disappointed! They hit every curve and fit nicely! The only thing like was even the petite was a little short! Nothing a pair of ankle boots can’t fix! I’m super happy!,5.0 out of 5 stars,"Reviewed in the United States on May 3, 2024",positive
Gloria Vanderbilt Womens Amanda Classic High Rise Tapered Jean Petite,83,Out of Stock,Visit the Gloria Vanderbilt Store,"Gloria Vanderbilt Women's Apparel # 1 selling women's jean in America with over 60 million sold nationwide the Amanda classic jean. This timeless tapered leg with standard functional five pocket denim jean, that is slightly contoured through hip and thigh and hits at natural waist line, for that comfort fit you've come to love. Perfect to wear to work, attending a class or family outtings. - Effortlessly fun and stylish. A versatile yet classic look that attracts and connects with the modern sensibility of consumers of all ages. Available in various detailing like floral embroidery, prints, destruction, studs, stones, etc as well as regular, short and long inseam length.","Clothing, Shoes & Jewelry",4.2,Love Gloria Vanderbilt jeans. They are the best and true to size. Bought 2 pairs of shorts as well! Great quality and washed wonderfully without losing shape. I will buy again for sure!,5.0 out of 5 stars,"Reviewed in the United States on May 17, 2024",positive
Gloria Vanderbilt Womens Amanda Classic High Rise Tapered Jean Petite,83,Out of Stock,Visit the Gloria Vanderbilt Store,"Gloria Vanderbilt Women's Apparel # 1 selling women's jean in America with over 60 million sold nationwide the Amanda classic jean. This timeless tapered leg with standard functional five pocket denim jean, that is slightly contoured through hip and thigh and hits at natural waist line, for that comfort fit you've come to love. Perfect to wear to work, attending a class or family outtings. - Effortlessly fun and stylish. A versatile yet classic look that attracts and connects with the modern sensibility of consumers of all ages. Available in various detailing like floral embroidery, prints, destruction, studs, stones, etc as well as regular, short and long inseam length.","Clothing, Shoes & Jewelry",4.2,Perfect fit. Nice price. Washes well without shrinking in the dryer and the color so far has not faded I love these jeans they fit as expected,5.0 out of 5 stars,"Reviewed in the United States on May 11, 2024",positive
Gloria Vanderbilt Womens Amanda Classic High Rise Tapered Jean Petite,83,Out of Stock,Visit the Gloria Vanderbilt Store,"Gloria Vanderbilt Women's Apparel # 1 selling women's jean in America with over 60 million sold nationwide the Amanda classic jean. This timeless tapered leg with standard functional five pocket denim jean, that is slightly contoured through hip and thigh and hits at natural waist line, for that comfort fit you've come to love. Perfect to wear to work, attending a class or family outtings. - Effortlessly fun and stylish. A versatile yet classic look that attracts and connects with the modern sensibility of consumers of all ages. Available in various detailing like floral embroidery, prints, destruction, studs, stones, etc as well as regular, short and long inseam length.","Clothing, Shoes & Jewelry",4.2,Nice fit and looks good,5.0 out of 5 stars,"Reviewed in Canada on April 30, 2024",positive
Gloria Vanderbilt Womens Amanda Classic High Rise Tapered Jean Petite,83,Out of Stock,Visit the Gloria Vanderbilt Store,"Gloria Vanderbilt Women's Apparel # 1 selling women's jean in America with over 60 million sold nationwide the Amanda classic jean. This timeless tapered leg with standard functional five pocket denim jean, that is slightly contoured through hip and thigh and hits at natural waist line, for that comfort fit you've come to love. Perfect to wear to work, attending a class or family outtings. - Effortlessly fun and stylish. A versatile yet classic look that attracts and connects with the modern sensibility of consumers of all ages. Available in various detailing like floral embroidery, prints, destruction, studs, stones, etc as well as regular, short and long inseam length.","Clothing, Shoes & Jewelry",4.2,Washed nicely. Comfortable fit. Sizing correct,5.0 out of 5 stars,"Reviewed in Canada on January 29, 2024",positive
Gloria Vanderbilt Womens Amanda Classic High Rise Tapered Jean Petite,83,Out of Stock,Visit the Gloria Vanderbilt Store,"Gloria Vanderbilt Women's Apparel # 1 selling women's jean in America with over 60 million sold nationwide the Amanda classic jean. This timeless tapered leg with standard functional five pocket denim jean, that is slightly contoured through hip and thigh and hits at natural waist line, for that comfort fit you've come to love. Perfect to wear to work, attending a class or family outtings. - Effortlessly fun and stylish. A versatile yet classic look that attracts and connects with the modern sensibility of consumers of all ages. Available in various detailing like floral embroidery, prints, destruction, studs, stones, etc as well as regular, short and long inseam length.","Clothing, Shoes & Jewelry",4.2,"Me gusto mucho el corte y el tipo de tela de este pantalón, viene de un largo bastante considerable ( siempre tuve problemas para conseguir pantalones largos, ya que soy alta e se punto es muy importante) el ajuste del pantalón es muy adecuado y te hace lucir una bonita forma de cuerpo.",5.0 out of 5 stars,"Reviewed in Mexico on January 23, 2024",neutral
Gloria Vanderbilt Womens Amanda Classic High Rise Tapered Jean Petite,83,Out of Stock,Visit the Gloria Vanderbilt Store,"Gloria Vanderbilt Women's Apparel # 1 selling women's jean in America with over 60 million sold nationwide the Amanda classic jean. This timeless tapered leg with standard functional five pocket denim jean, that is slightly contoured through hip and thigh and hits at natural waist line, for that comfort fit you've come to love. Perfect to wear to work, attending a class or family outtings. - Effortlessly fun and stylish. A versatile yet classic look that attracts and connects with the modern sensibility of consumers of all ages. Available in various detailing like floral embroidery, prints, destruction, studs, stones, etc as well as regular, short and long inseam length.","Clothing, Shoes & Jewelry",4.2,,5.0 out of 5 stars,"Reviewed in Canada on January 3, 2024",neutral
Gloria Vanderbilt Womens Amanda Classic High Rise Tapered Jean Petite,83,Out of Stock,Visit the Gloria Vanderbilt Store,"Gloria Vanderbilt Women's Apparel # 1 selling women's jean in America with over 60 million sold nationwide the Amanda classic jean. This timeless tapered leg with standard functional five pocket denim jean, that is slightly contoured through hip and thigh and hits at natural waist line, for that comfort fit you've come to love. Perfect to wear to work, attending a class or family outtings. - Effortlessly fun and stylish. A versatile yet classic look that attracts and connects with the modern sensibility of consumers of all ages. Available in various detailing like floral embroidery, prints, destruction, studs, stones, etc as well as regular, short and long inseam length.","Clothing, Shoes & Jewelry",4.2,They are comfortable,5.0 out of 5 stars,"Reviewed in Canada on December 18, 2023",positive
Gloria Vanderbilt Womens Amanda Classic High Rise Tapered Jean Petite,83,Out of Stock,Visit the Gloria Vanderbilt Store,"Gloria Vanderbilt Women's Apparel # 1 selling women's jean in America with over 60 million sold nationwide the Amanda classic jean. This timeless tapered leg with standard functional five pocket denim jean, that is slightly contoured through hip and thigh and hits at natural waist line, for that comfort fit you've come to love. Perfect to wear to work, attending a class or family outtings. - Effortlessly fun and stylish. A versatile yet classic look that attracts and connects with the modern sensibility of consumers of all ages. Available in various detailing like floral embroidery, prints, destruction, studs, stones, etc as well as regular, short and long inseam length.","Clothing, Shoes & Jewelry",4.2,These are the only jeans I will ever buy. Just can’t find the great fit and perfect leg tapering in my town. Thanks Gloria!,,,positive
"Gibson Elite Mayfair Bay Embossed Double Bowl Dinnerware Set, Service for 4 (16pcs), Blue",69,In Stock,Visit the Gibson Elite Store,"The Gibson Elite Mayfair Bay 16 Piece Double Bowl Embossed Reactive Dinnerware brings the perfect balance of convenience and elegant beauty to your dining table. Coming in service for four with a dinner plate, salad, plate, and two different types of bowls, you’ll be set with all the pieces needed for any meal. The convenience is complimented by the intricacy of design that goes into making this plate; a reactive glaze with beautiful embossed tones throughout the dishes will make you fall in love with these dishes when setting  your table. These are the perfect centerpiece to any dining experience.",Home & Kitchen,4.6,"I recently invested in the 16-piece double bowl set, and while there's much to love, there are a couple of aspects I'd like to highlight for potential buyers. Here's what stood out to me:

What I Love:

Chic Aesthetics: The embossed design and the light blue interior paired with the cream exterior give these plates/bowls a sophisticated and stylish appearance. They truly elevate the presentation of meals and make any dining occasion special.

Versatile Bowl Sizes: The inclusion of both cereal bowls and salad/pasta bowls is a practical choice. The larger salad/pasta bowls are perfect for substantial servings, while the cereal bowls are great for a variety of breakfast options. The versatility in bowl sizes has proven to be a convenient feature.

Considerations:

Weightier Than Expected: One thing to note is that these bowls are a bit heavier than they appear in the pictures. While this adds to their durability, it's worth mentioning for those who prefer lighter tableware.

Deep Cereal Bowls: The cereal bowls are notably deep, which may be a personal preference. While some may appreciate the extra capacity, others might find it a bit deeper than expected for standard cereal portions.

Despite these considerations, I find the set to be an excellent addition to my kitchen. The weightiness speaks to the quality of the ceramics used, and the deep cereal bowls are a unique feature for those who prefer heartier breakfasts. Overall, this 16-piece double bowl set combines style and functionality, making it a solid choice for anyone looking to enhance their tableware collection.

The only drawback I've encountered is a minor color discrepancy. While the light blue and cream combination is beautiful, the Amazon picture appears to show an aquamarine shade, which I was initially hoping for. It's a subtle difference, but worth noting for those who are particular about color coordination.",5.0 out of 5 stars,"Reviewed in the United States on December 11, 2023",positive
"Gibson Elite Mayfair Bay Embossed Double Bowl Dinnerware Set, Service for 4 (16pcs), Blue",69,In Stock,Visit the Gibson Elite Store,"The Gibson Elite Mayfair Bay 16 Piece Double Bowl Embossed Reactive Dinnerware brings the perfect balance of convenience and elegant beauty to your dining table. Coming in service for four with a dinner plate, salad, plate, and two different types of bowls, you’ll be set with all the pieces needed for any meal. The convenience is complimented by the intricacy of design that goes into making this plate; a reactive glaze with beautiful embossed tones throughout the dishes will make you fall in love with these dishes when setting  your table. These are the perfect centerpiece to any dining experience.",Home & Kitchen,4.6,"These dishes are amazing. They’re about the average weight for what you expect for most dishes. So nothing like super light weight, but also not ridiculously heavy either. They’re sturdy and pretty solid.

I love the two bowl sizes and the two plate sizes with no mugs. I have so many mugs already that the thought of adding more made me say no to a lot of set. All of the sizes are just what I was looking for.

They clean fairly easily and are both microwave and dishwasher safe. I have yet to put one of these in the dishwasher and have it not come out super clean.",5.0 out of 5 stars,"Reviewed in the United States on April 17, 2024",positive
"Gibson Elite Mayfair Bay Embossed Double Bowl Dinnerware Set, Service for 4 (16pcs), Blue",69,In Stock,Visit the Gibson Elite Store,"The Gibson Elite Mayfair Bay 16 Piece Double Bowl Embossed Reactive Dinnerware brings the perfect balance of convenience and elegant beauty to your dining table. Coming in service for four with a dinner plate, salad, plate, and two different types of bowls, you’ll be set with all the pieces needed for any meal. The convenience is complimented by the intricacy of design that goes into making this plate; a reactive glaze with beautiful embossed tones throughout the dishes will make you fall in love with these dishes when setting  your table. These are the perfect centerpiece to any dining experience.",Home & Kitchen,4.6,"The trouble I went through to get these plates! The moment I saw them, I fell in love! I had to have them! I first saw them on another company’s site. I quickly placed an order. They were shipped by another shipping company. Once I received them, most of the saucers and bowls were broken. I quickly returned them and reordered again. To my surprise, they were broken again during shipment. I was very frustrated and disappointed! Again, I returned them to the company I ordered them from. So, got the idea to see if I could order them through Amazon. Sure enough they were available to order! I was happy to see that I could and placed an order. Not only was the shipping fast, but there were no broken plates, bowls or saucers! The delivery was quick and smooth! This is such a beautiful set. I always get compliments on them. Great price and beautiful design.",5.0 out of 5 stars,"Reviewed in the United States on March 28, 2024",positive
"Gibson Elite Mayfair Bay Embossed Double Bowl Dinnerware Set, Service for 4 (16pcs), Blue",69,In Stock,Visit the Gibson Elite Store,"The Gibson Elite Mayfair Bay 16 Piece Double Bowl Embossed Reactive Dinnerware brings the perfect balance of convenience and elegant beauty to your dining table. Coming in service for four with a dinner plate, salad, plate, and two different types of bowls, you’ll be set with all the pieces needed for any meal. The convenience is complimented by the intricacy of design that goes into making this plate; a reactive glaze with beautiful embossed tones throughout the dishes will make you fall in love with these dishes when setting  your table. These are the perfect centerpiece to any dining experience.",Home & Kitchen,4.6,"I have been looking for a set of nice and affordable stoneware for a while. After doing research on several brands, I decided to order this one. I'm estatic with them!
They are pretty heavy, but I like that. Very durable. I love having the two size bowls.
My dinner table rustic is wood with shades of teal in the top so these dishes look great on it. I love the glaze and that each piece is a little different but still matches all the other dishes.
I can't wait to use them for a dinner party soon. I'm going to order a second set so I have 8 place settings.",5.0 out of 5 stars,"Reviewed in the United States on April 16, 2024",positive
"Gibson Elite Mayfair Bay Embossed Double Bowl Dinnerware Set, Service for 4 (16pcs), Blue",69,In Stock,Visit the Gibson Elite Store,"The Gibson Elite Mayfair Bay 16 Piece Double Bowl Embossed Reactive Dinnerware brings the perfect balance of convenience and elegant beauty to your dining table. Coming in service for four with a dinner plate, salad, plate, and two different types of bowls, you’ll be set with all the pieces needed for any meal. The convenience is complimented by the intricacy of design that goes into making this plate; a reactive glaze with beautiful embossed tones throughout the dishes will make you fall in love with these dishes when setting  your table. These are the perfect centerpiece to any dining experience.",Home & Kitchen,4.6,"I have been watching these dishes for two years. Liked the color, had another set of Gibson Elite dishes, that I had for probably 15 years. I was worried about shipping as many customers on Amazon receive broken dishes when ordered. Must be the packing by the manufacturers? I got these for great price, because they had been returned, unopened, due to damage to the outside of the box, at least that's all I can figure? I opened them, and they were yet inside another box, and then all the plates and bowls were in their own box. All, which were tightly packed with extra cardboard support. Nice thick cardboard, I could barely get them out! None were broken, they look great, except that the large plates out of the two sets, each set was glazed a bit differently. I can live with that though. I assume they must be hand glazed, as they do have variations. Still, I love them!",4.0 out of 5 stars,"Reviewed in the United States on May 17, 2024",positive
"Gibson Elite Mayfair Bay Embossed Double Bowl Dinnerware Set, Service for 4 (16pcs), Blue",69,In Stock,Visit the Gibson Elite Store,"The Gibson Elite Mayfair Bay 16 Piece Double Bowl Embossed Reactive Dinnerware brings the perfect balance of convenience and elegant beauty to your dining table. Coming in service for four with a dinner plate, salad, plate, and two different types of bowls, you’ll be set with all the pieces needed for any meal. The convenience is complimented by the intricacy of design that goes into making this plate; a reactive glaze with beautiful embossed tones throughout the dishes will make you fall in love with these dishes when setting  your table. These are the perfect centerpiece to any dining experience.",Home & Kitchen,4.6,La recomiendo 👌,5.0 out of 5 stars,"Reviewed in Mexico on March 28, 2024",positive
"Gibson Elite Mayfair Bay Embossed Double Bowl Dinnerware Set, Service for 4 (16pcs), Blue",69,In Stock,Visit the Gibson Elite Store,"The Gibson Elite Mayfair Bay 16 Piece Double Bowl Embossed Reactive Dinnerware brings the perfect balance of convenience and elegant beauty to your dining table. Coming in service for four with a dinner plate, salad, plate, and two different types of bowls, you’ll be set with all the pieces needed for any meal. The convenience is complimented by the intricacy of design that goes into making this plate; a reactive glaze with beautiful embossed tones throughout the dishes will make you fall in love with these dishes when setting  your table. These are the perfect centerpiece to any dining experience.",Home & Kitchen,4.6,,4.0 out of 5 stars,"Reviewed in Canada on March 17, 2024",neutral
"Gibson Elite Mayfair Bay Embossed Double Bowl Dinnerware Set, Service for 4 (16pcs), Blue",69,In Stock,Visit the Gibson Elite Store,"The Gibson Elite Mayfair Bay 16 Piece Double Bowl Embossed Reactive Dinnerware brings the perfect balance of convenience and elegant beauty to your dining table. Coming in service for four with a dinner plate, salad, plate, and two different types of bowls, you’ll be set with all the pieces needed for any meal. The convenience is complimented by the intricacy of design that goes into making this plate; a reactive glaze with beautiful embossed tones throughout the dishes will make you fall in love with these dishes when setting  your table. These are the perfect centerpiece to any dining experience.",Home & Kitchen,4.6,It is beautiful. I wish it is dishwasher safe and the gold trim brighter but it is pretty.,5.0 out of 5 stars,"Reviewed in Canada on March 18, 2024",positive
"Gibson Elite Mayfair Bay Embossed Double Bowl Dinnerware Set, Service for 4 (16pcs), Blue",69,In Stock,Visit the Gibson Elite Store,"The Gibson Elite Mayfair Bay 16 Piece Double Bowl Embossed Reactive Dinnerware brings the perfect balance of convenience and elegant beauty to your dining table. Coming in service for four with a dinner plate, salad, plate, and two different types of bowls, you’ll be set with all the pieces needed for any meal. The convenience is complimented by the intricacy of design that goes into making this plate; a reactive glaze with beautiful embossed tones throughout the dishes will make you fall in love with these dishes when setting  your table. These are the perfect centerpiece to any dining experience.",Home & Kitchen,4.6,"Beautiful dishes but they did not go with our decor therefore, we returned them.",1.0 out of 5 stars,"Reviewed in Canada on January 14, 2024",neutral
"Gibson Elite Mayfair Bay Embossed Double Bowl Dinnerware Set, Service for 4 (16pcs), Blue",69,In Stock,Visit the Gibson Elite Store,"The Gibson Elite Mayfair Bay 16 Piece Double Bowl Embossed Reactive Dinnerware brings the perfect balance of convenience and elegant beauty to your dining table. Coming in service for four with a dinner plate, salad, plate, and two different types of bowls, you’ll be set with all the pieces needed for any meal. The convenience is complimented by the intricacy of design that goes into making this plate; a reactive glaze with beautiful embossed tones throughout the dishes will make you fall in love with these dishes when setting  your table. These are the perfect centerpiece to any dining experience.",Home & Kitchen,4.6,3 out of my 4 plates have cracks after 2 weeks of use. Not worth the money.,4.0 out of 5 stars,"Reviewed in Canada on October 19, 2023",negative
"Gibson Elite Mayfair Bay Embossed Double Bowl Dinnerware Set, Service for 4 (16pcs), Blue",69,In Stock,Visit the Gibson Elite Store,"The Gibson Elite Mayfair Bay 16 Piece Double Bowl Embossed Reactive Dinnerware brings the perfect balance of convenience and elegant beauty to your dining table. Coming in service for four with a dinner plate, salad, plate, and two different types of bowls, you’ll be set with all the pieces needed for any meal. The convenience is complimented by the intricacy of design that goes into making this plate; a reactive glaze with beautiful embossed tones throughout the dishes will make you fall in love with these dishes when setting  your table. These are the perfect centerpiece to any dining experience.",Home & Kitchen,4.6,"These dishes are much heavier and larger than I expected, but they certainly seem durable! They seem very well made.",,,positive
"e.l.f. Camo Powder Foundation, Lightweight, Primer-Infused Buildable & Long-Lasting Medium-to-Full Coverage Foundation, Tan 400 W",11,In Stock,Visit the e.l.f. Store,"Finally: a primer-infused, long-lasting foundation that achieves a soft-focus, non-cakey look and stays put. e.l.f. Cosmetics Camo Powder Foundation is a superior, buildable formula that delivers medium-to-full coverage for an airbrushed, even complexion that’s shine-free and doesn’t feel greasy. The non-comedogenic pressed powder is lightweight, crease-resistant, talc-free, and creates a smooth, natural canvas for all skin types and tones. Choose from a wide range of 30 shades.",Beauty & Personal Care,4.1,"After putting on my liquid foundation, as a primer, I use this to cover up any blemishes that were missed. I do sometimes use it with out the liquid first. Covers very well and looks natural. If u r a woman who wants to hurry on putting on ur makeup, this is for u. Yes just brush it on, eye liner, mascara, lipstick and go. 15 min.",5.0 out of 5 stars,"Reviewed in the United States on April 21, 2024",positive
"e.l.f. Camo Powder Foundation, Lightweight, Primer-Infused Buildable & Long-Lasting Medium-to-Full Coverage Foundation, Tan 400 W",11,In Stock,Visit the e.l.f. Store,"Finally: a primer-infused, long-lasting foundation that achieves a soft-focus, non-cakey look and stays put. e.l.f. Cosmetics Camo Powder Foundation is a superior, buildable formula that delivers medium-to-full coverage for an airbrushed, even complexion that’s shine-free and doesn’t feel greasy. The non-comedogenic pressed powder is lightweight, crease-resistant, talc-free, and creates a smooth, natural canvas for all skin types and tones. Choose from a wide range of 30 shades.",Beauty & Personal Care,4.1,I love this lightweight foundation however My foundation arrived broken due to being mailed in a padded envelope.,5.0 out of 5 stars,"Reviewed in the United States on April 2, 2024",positive
"e.l.f. Camo Powder Foundation, Lightweight, Primer-Infused Buildable & Long-Lasting Medium-to-Full Coverage Foundation, Tan 400 W",11,In Stock,Visit the e.l.f. Store,"Finally: a primer-infused, long-lasting foundation that achieves a soft-focus, non-cakey look and stays put. e.l.f. Cosmetics Camo Powder Foundation is a superior, buildable formula that delivers medium-to-full coverage for an airbrushed, even complexion that’s shine-free and doesn’t feel greasy. The non-comedogenic pressed powder is lightweight, crease-resistant, talc-free, and creates a smooth, natural canvas for all skin types and tones. Choose from a wide range of 30 shades.",Beauty & Personal Care,4.1,"A dry foundation can have its upsides and downsides. On the positive side, a dry foundation can provide a matte finish, which is great for people with oily skin as it helps to control shine throughout the day. It also tends to have a lightweight feel, making it more comfortable to wear for long periods of time.

However, there are also some downsides to a dry foundation. One major issue is that it can emphasize dry patches and flaky skin, making your complexion look uneven and patchy. This can be particularly problematic for individuals with dry or dehydrated skin. Additionally, a dry foundation may not offer as much coverage as a liquid or cream foundation, so if you have blemishes or imperfections that you want to hide, it may not be the best option.

In terms of application, a dry foundation typically requires a bit more effort to blend into the skin. It may not spread as easily or evenly as a liquid or cream foundation, so it's important to take your time and ensure that it is properly blended for a seamless finish.

Overall, whether or not a dry foundation is suitable for you will depend on your skin type and personal preferences. If you have oily skin and prefer a matte finish, a dry foundation may be a good fit for you. However, if you have dry or dehydrated skin, or if you're looking for more coverage, you may want to consider a different type of foundation.",4.0 out of 5 stars,"Reviewed in the United States on February 3, 2024",neutral
"e.l.f. Camo Powder Foundation, Lightweight, Primer-Infused Buildable & Long-Lasting Medium-to-Full Coverage Foundation, Tan 400 W",11,In Stock,Visit the e.l.f. Store,"Finally: a primer-infused, long-lasting foundation that achieves a soft-focus, non-cakey look and stays put. e.l.f. Cosmetics Camo Powder Foundation is a superior, buildable formula that delivers medium-to-full coverage for an airbrushed, even complexion that’s shine-free and doesn’t feel greasy. The non-comedogenic pressed powder is lightweight, crease-resistant, talc-free, and creates a smooth, natural canvas for all skin types and tones. Choose from a wide range of 30 shades.",Beauty & Personal Care,4.1,I used to use Fenty by Rihanna because I have oily skin and I would spend about 45 almost $50 on I foundation and I just need a little bit of concealer in this powder and it gives so much coverage!! THIS IS A MUST!! So affordable compared to other products I used.,5.0 out of 5 stars,"Reviewed in the United States on March 22, 2024",positive
"e.l.f. Camo Powder Foundation, Lightweight, Primer-Infused Buildable & Long-Lasting Medium-to-Full Coverage Foundation, Tan 400 W",11,In Stock,Visit the e.l.f. Store,"Finally: a primer-infused, long-lasting foundation that achieves a soft-focus, non-cakey look and stays put. e.l.f. Cosmetics Camo Powder Foundation is a superior, buildable formula that delivers medium-to-full coverage for an airbrushed, even complexion that’s shine-free and doesn’t feel greasy. The non-comedogenic pressed powder is lightweight, crease-resistant, talc-free, and creates a smooth, natural canvas for all skin types and tones. Choose from a wide range of 30 shades.",Beauty & Personal Care,4.1,Nothing else matches my skin tone this blends well. I put on a layer of primer or two and then I powder up with this and then I do a kind of sheer iridescent sparkly stick on top. I blend it all together and it matches it actually matches my skin tone it's amazing. I am biracial and I have never been able to find a match. This works I love it. You don't need a lot either. I hope the manufacturer never stops making this one.,5.0 out of 5 stars,"Reviewed in the United States on March 31, 2024",positive
"e.l.f. Camo Powder Foundation, Lightweight, Primer-Infused Buildable & Long-Lasting Medium-to-Full Coverage Foundation, Tan 400 W",11,In Stock,Visit the e.l.f. Store,"Finally: a primer-infused, long-lasting foundation that achieves a soft-focus, non-cakey look and stays put. e.l.f. Cosmetics Camo Powder Foundation is a superior, buildable formula that delivers medium-to-full coverage for an airbrushed, even complexion that’s shine-free and doesn’t feel greasy. The non-comedogenic pressed powder is lightweight, crease-resistant, talc-free, and creates a smooth, natural canvas for all skin types and tones. Choose from a wide range of 30 shades.",Beauty & Personal Care,4.1,"I bought this to throw in my purse, because it was cheap and I generally like Elf products. I didn't expect to love it - But, I Love it!!! I have 48 year old skin with some creases and occasional dry spots. The coverage and longevity of wear is great . It's not too matte and has a great natural finish. I love it !",5.0 out of 5 stars,"Reviewed in the United States on March 30, 2024",positive
"e.l.f. Camo Powder Foundation, Lightweight, Primer-Infused Buildable & Long-Lasting Medium-to-Full Coverage Foundation, Tan 400 W",11,In Stock,Visit the e.l.f. Store,"Finally: a primer-infused, long-lasting foundation that achieves a soft-focus, non-cakey look and stays put. e.l.f. Cosmetics Camo Powder Foundation is a superior, buildable formula that delivers medium-to-full coverage for an airbrushed, even complexion that’s shine-free and doesn’t feel greasy. The non-comedogenic pressed powder is lightweight, crease-resistant, talc-free, and creates a smooth, natural canvas for all skin types and tones. Choose from a wide range of 30 shades.",Beauty & Personal Care,4.1,I love the e.l.f products this powder gives great coverage and you can build it up well. The only thing is it felt caked on me and would sit in my fine lines.,3.0 out of 5 stars,"Reviewed in the United States on May 7, 2024",positive
"e.l.f. Camo Powder Foundation, Lightweight, Primer-Infused Buildable & Long-Lasting Medium-to-Full Coverage Foundation, Tan 400 W",11,In Stock,Visit the e.l.f. Store,"Finally: a primer-infused, long-lasting foundation that achieves a soft-focus, non-cakey look and stays put. e.l.f. Cosmetics Camo Powder Foundation is a superior, buildable formula that delivers medium-to-full coverage for an airbrushed, even complexion that’s shine-free and doesn’t feel greasy. The non-comedogenic pressed powder is lightweight, crease-resistant, talc-free, and creates a smooth, natural canvas for all skin types and tones. Choose from a wide range of 30 shades.",Beauty & Personal Care,4.1,"4 stars because it is not as good as high end powder foundations but it is still pretty good. It is very pigmented, smooth and nicely packaged. However it will highlight any dry or flaky skin. I am commenting mostly on the shade range. Now that cosmetics companies are doing a better job of accommodating a full range of skin tones I no longer automatically buy the lightest color. Thanks to another reviewer for noting that most pale people might want the second lightest cool, pale tone (150c). The lightest (125c) might be too pale unless you are extremely fair.",4.0 out of 5 stars,"Reviewed in the United States on February 17, 2024",positive
